着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),日付,東西
2,6,11,エキストラエンド,牡5,56,Ｃ．デム,1:33.4,1,**,10-8,34.6,5.3,3,470(-2),,,,角居勝彦,社台レースホース,"1,516.6",201405010411,西
3,6,12,クラレント,牡5,57,川田将雅,1:33.4,アタマ,**,4-3,35.0,7.5,5,500(+4),,,,橋口弘次,前田晋二,958.3,201405010411,西
4,7,13,コディーノ,牡4,56,リスポリ,1:33.4,クビ,**,6-5,34.8,4.2,1,490(+8),,,,藤沢和雄,サンデーレーシング,570.0,201405010411,東
5,1,2,サトノギャラント,牡5,56,北村宏司,1:33.5,クビ,**,13-13,34.2,6.1,4,506(+8),,,,藤沢和雄,里見治,380.0,201405010411,東
6,3,5,レイカーラ,牝5,54,石橋脩,1:33.5,クビ,**,8-8,34.7,16.4,6,448(+4),,,,堀宣行,下河辺隆行,,201405010411,東
7,5,9,サクラゴスペル,牡6,57,横山典弘,1:33.6,1/2,**,4-5,35.1,22.4,10,484(+8),,,,尾関知人,さくらコマース,,201405010411,東
8,7,14,エールブリーズ,牡4,56,戸崎圭太,1:33.7,1/2,**,6-5,35.1,29.9,11,516(+8),,,,鮫島一歩,社台レースホース,,201405010411,西
9,2,3,セイクリッドセブン,牡7,56,田辺裕信,1:33.7,クビ,**,11-11,34.6,211.9,13,488(+18),,,,松田博資,社台レースホース,,201405010411,西
10,5,10,ショウナンマイティ,牡6,57,浜中俊,1:33.8,1/2,**,14-14,34.3,4.5,2,500(+2),,,,梅田智之,国本哲秀,,201405010411,西
11,8,15,ヴィルシーナ,牝5,56,内田博幸,1:34.4,3.1/2,**,3-3,36.0,20.6,9,456(+2),,,,友道康夫,佐々木主浩,,201405010411,西
12,1,1,ラインブラッド,牡8,56,岩田康誠,1:34.6,1.1/4,**,11-11,35.5,268.4,14,510(-2),,,,領家政蔵,大澤繁昌,,201405010411,西
13,4,8,レッドスパーダ,牡8,58,ブノワ,1:34.7,1/2,**,2-2,36.4,17.5,7,530(+2),,,,藤沢和雄,東京ホースレーシング,,201405010411,東
14,3,6,コスモセンサー,牡7,56,柴田大知,1:35.8,7,**,1-1,37.7,99.2,12,518(+4),,,,西園正都,ビッグレッドファーム,,201405010411,西
取,2,4,サトノシュレン,牡6,56,武豊,,,**,,,---,,計不,,,,村山明,里見治,,201405010411,西
取,8,16,リルダヴァル,牡7,56,三浦皇成,,,**,,,---,,計不,,,,池江泰寿,サンデーレーシング,,201405010411,西
1,3,6,ダンディーレイ,牡4,57,江田照男,1:23.3,,**,6-6,35.1,7.1,4,482(+2),,,,田村康仁,高木競走馬育成牧場,"1,020.0",201405010412,東
2,6,12,ノウレッジ,牡4,57,蛯名正義,1:23.3,クビ,**,8-7,35.0,4.6,1,504(+8),,,,二ノ宮敬,Ｈ．Ｈ．シェイク・モハメド,410.0,201405010412,東
3,2,4,ラヴィアンクレール,牡6,57,Ｃ．デム,1:23.5,1,**,1-1,35.6,6.6,3,460(+2),,,,鈴木伸尋,社台レースホース,260.0,201405010412,東
4,1,2,ヴィンテージイヤー,牡5,57,福永祐一,1:23.5,クビ,**,2-2,35.6,4.6,2,518(-4),,,,白井寿昭,ヒダカ・ブリーダーズ・ユニオン,150.0,201405010412,西
5,6,11,ゲマインシャフト,牡4,57,松岡正海,1:23.6,3/4,**,11-9,35.1,36.8,12,494(+4),,,,伊藤大士,丸山担,102.0,201405010412,東
6,4,8,ジャーグラット,牡6,57,三浦皇成,1:23.6,ハナ,**,11-9,35.0,22.7,8,434(-14),,,,石毛善彦,本間茂,,201405010412,東
7,3,5,ミヤビリファイン,牡5,57,吉田豊,1:23.8,1.1/2,**,4-4,35.7,26.1,9,506(-6),,,,大久保洋,村上義勝,,201405010412,東
8,2,3,サルバドールハクイ,牡4,57,石橋脩,1:24.0,1.1/4,**,6-7,35.7,8.8,6,462(+6),,,,相沢郁,則武輝一,,201405010412,東
9,7,13,ラブリースター,牝5,55,武豊,1:24.2,3/4,**,2-2,36.3,16.9,7,468(-2),,,,堀井雅広,長谷川光司,,201405010412,東
10,8,16,バーチャルトラック,牡6,57,後藤浩輝,1:24.3,3/4,**,15-15,35.3,39.5,13,462(+6),,,,藤原辰雄,宮崎冴子,,201405010412,東
11,4,7,オリオンザプラズマ,牡4,57,田辺裕信,1:24.6,2,**,10-9,36.1,26.9,10,460(-8),,,,小西一男,平本敏夫,,201405010412,東
12,8,15,ヘアーオブザドッグ,牡5,57,ベリー,1:24.6,クビ,**,13-13,35.8,8.5,5,520(-4),,,,鈴木康弘,平賀久枝,,201405010412,東
13,7,14,タプローム,牝4,55,柴田大知,1:24.7,クビ,**,16-16,35.4,98.5,15,490(-12),,,,斎藤誠,ミルファーム,,201405010412,東
14,5,10,タイセイワイルド,牡7,57,田中勝春,1:24.8,1/2,**,13-13,36.0,49.4,14,484(-8),,,,二ノ宮敬,田中成奉,,201405010412,東
15,1,1,カゼノサファイア,牝4,55,村田一誠,1:25.7,5,**,8-9,37.2,201.1,16,462(+2),,,,中野栄治,深井孟,,201405010412,東
16,5,9,トーホウペガサス,牡7,57,北村宏司,1:26.1,2.1/2,**,4-4,38.1,28.9,11,500(-4),,,,古賀史生,東豊物産,,201405010412,東
1,4,4,タールタン,牡6,57,ベリー,1:21.9,,**,5-3,34.7,6.0,3,494(-8),,,,吉村圭司,グリーンフィールズ,"1,817.3",201405010510,西
2,8,12,キタサンイナズマ,牡4,57,横山典弘,1:22.3,2.1/2,**,3-3,35.2,2.1,1,502(+4),,,,昆貢,大野商事,727.8,201405010510,西
3,5,6,サクラレグナム,牡5,57,戸崎圭太,1:22.7,2.1/2,**,2-2,35.8,3.3,2,516(+12),,,,金成貴史,さくらコマース,453.9,201405010510,東
4,7,10,ダンシングマオ,牝7,55,北村宏司,1:22.9,1.1/4,**,9-9,35.1,10.2,4,474(0),,,,黒岩陽一,森口隆一郎,270.0,201405010510,東
5,3,3,クロタカ,牝5,55,松岡正海,1:23.0,3/4,**,7-6,35.5,34.5,7,488(-2),,,,手塚貴久,槇本牧場,179.0,201405010510,東
6,5,5,ピオニエトウショウ,牝5,55,丸田恭介,1:23.2,1.1/2,**,9-9,35.3,37.2,8,430(-10),,,,土田稔,トウショウ産業,,201405010510,東
7,1,1,デルマヌラリヒョン,牡4,57,内田博幸,1:23.4,1,**,3-3,36.3,13.3,5,492(+10),,,,古賀史生,浅沼廣幸,,201405010510,東
8,7,9,エステーラブ,牝7,55,蛯名正義,1:23.5,1/2,**,11-11,35.4,38.4,9,458(0),,,,萱野浩二,齋藤宏明,,201405010510,東
9,8,11,ディアセルヴィス,牡4,57,中井裕二,1:23.6,3/4,**,7-8,36.0,121.5,10,480(+4),,,,高橋裕,ディアレスト,,201405010510,東
10,6,8,ワールドエンド,牡5,57,三浦皇成,1:24.6,6,**,1-1,38.0,24.1,6,510(-6),,,,田村康仁,ＨｉｍＲｏｃｋＲａｃｉｎｇ,,201405010510,東
11,2,2,カゼノグッドボーイ,牡8,57,村田一誠,1:24.7,クビ,**,11-11,36.6,315.4,12,454(-8),,,,中野栄治,深井孟,,201405010510,東
12,6,7,メイショウハガクレ,牡5,57,大野拓弥,1:24.8,1/2,**,6-6,37.3,125.4,11,468(+2),,,,荒川義之,松本好雄,,201405010510,西
1,3,6,フォーエバーモア,牝3,54,蛯名正義,1:35.7,,**,2-2,34.6,1.8,1,460(0),,,,鹿戸雄一,サンデーレーシング,"3,461.6",201405010511,東
2,1,2,マジックタイム,牝3,54,後藤浩輝,1:35.7,クビ,**,9-9,34.1,5.9,3,458(+12),,,,中川公成,サンデーレーシング,"1,417.6",201405010511,東
3,7,14,ニシノアカツキ,牝3,54,ブノワ,1:35.9,1.1/2,**,11-11,34.0,15.6,5,454(-2),,,,武藤善則,西山茂行,858.8,201405010511,東
4,2,4,プレミアステイタス,牝3,54,石橋脩,1:36.0,クビ,**,5-5,34.6,90.3,11,470(-6),,,,大和田成,社台レースホース,510.0,201405010511,東
5,8,16,デルマサリーチャン,牝3,54,リスポリ,1:36.0,アタマ,**,11-11,34.1,176.5,14,452(+2),,,,堀井雅広,浅沼廣幸,340.0,201405010511,東
6,7,13,セレナビアンカ,牝3,54,田中勝春,1:36.1,クビ,**,14-14,34.0,65.4,10,436(-2),,,,宗像義忠,島川利子,,201405010511,東
7,4,7,グリサージュ,牝3,54,江田照男,1:36.1,クビ,**,1-1,35.1,34.1,7,472(-4),,,,菊川正達,吉田哲哉,,201405010511,東
8,5,10,ダイワソフィー,牝3,54,丸田恭介,1:36.2,クビ,**,3-3,34.9,96.3,12,462(+6),,,,宗像義忠,大城敬三,,201405010511,東
9,4,8,タイセイティグレス,牝3,54,三浦皇成,1:36.2,クビ,**,7-7,34.7,51.2,9,470(+2),,,,菊川正達,田中成奉,,201405010511,東
10,1,1,シュヴァリエ,牝3,54,松岡正海,1:36.3,クビ,**,7-7,34.8,148.2,13,426(-4),,,,山内研二,ノルマンディーサラブレッドレーシング,,201405010511,西
11,2,3,サクラパリュール,牝3,54,北村宏司,1:36.5,1,**,3-3,35.2,29.1,6,480(-2),,,,尾関知人,さくらコマース,,201405010511,東
12,8,15,ラインハーディー,牝3,54,横山典弘,1:36.7,1.1/4,**,15-15,34.4,37.1,8,476(0),,,,水野貴広,大澤繁昌,,201405010511,東
13,5,9,フリュクティドール,牝3,54,津村明秀,1:36.8,1/2,**,11-11,34.9,208.9,15,416(0),,,,田中清隆,ミルファーム,,201405010511,東
14,6,12,デルフィーノ,牝3,54,内田博幸,1:36.8,クビ,**,5-5,35.4,5.3,2,450(-10),,,,牧光二,ロードホースクラブ,,201405010511,東
15,6,11,カノーロ,牝3,54,戸崎圭太,1:38.6,大,**,9-9,36.9,9.2,4,416(0),,,,堀宣行,サンデーレーシング,,201405010511,東
除,3,5,ツクバアスナロ,牝3,54,吉田豊,,,**,,,---,,462(-6),,,,菊沢隆徳,荻原昭二,,201405010511,東
1,1,2,オメガホームラン,セ5,57,ベリー,1:21.9,,**,4-3,34.3,3.1,1,448(-2),,,,古賀慎明,原礼子,"1,020.0",201405010512,東
2,6,12,ジョーオリオン,牡5,57,吉田豊,1:22.2,1.3/4,**,1-1,36.2,7.2,4,494(+18),,,,田村康仁,上田けい子,410.0,201405010512,東
3,2,3,レッドエレンシア,牝6,55,三浦皇成,1:22.2,クビ,**,6-5,34.3,24.6,8,432(+2),,,,鹿戸雄一,東京ホースレーシング,260.0,201405010512,東
4,3,5,シャドウエミネンス,牡6,57,ブノワ,1:22.4,1.1/2,**,11-9,34.3,37.3,11,476(-4),,,,新開幸一,飯塚知一,150.0,201405010512,東
5,6,11,ショウナンダイチ,牡4,57,内田博幸,1:22.5,クビ,**,15-13,34.2,5.1,2,478(+4),,,,古賀史生,国本哲秀,102.0,201405010512,東
6,4,7,プロスペラスマム,牝7,52,原田和真,1:22.5,クビ,**,8-9,34.4,254.1,16,530(-2),,,,小桧山悟,本杉芳郎,,201405010512,東
7,2,4,クリノチョモランマ,牡4,57,田辺裕信,1:22.6,1/2,**,5-5,34.8,8.3,5,520(+8),,,,高市圭二,栗本博晴,,201405010512,東
8,8,15,ゴールデンクラウン,セ5,56,横山和生,1:22.8,1.1/4,**,2-2,35.5,24.5,7,520(+8),,,,大竹正博,吉田和子,,201405010512,東
9,1,1,フリーアズアバード,セ6,57,柴田大知,1:22.9,クビ,**,8-5,35.0,97.5,14,472(+6),,,,金成貴史,ヒダカ・ブリーダーズ・ユニオン,,201405010512,東
10,3,6,ダイワインスパイア,牡5,57,北村宏司,1:22.9,クビ,**,2-3,35.3,28.7,10,476(0),,,,池上昌弘,大城敬三,,201405010512,東
11,5,9,モンテフジサン,牡7,57,横山典弘,1:23.1,1.1/4,**,8-9,35.0,53.3,13,494(+10),,,,松山康久,毛利喜昭,,201405010512,東
12,8,16,ミエノゴーゴー,牡6,57,戸崎圭太,1:23.1,ハナ,**,13-13,34.8,14.1,6,480(-6),,,,堀宣行,里見美惠子,,201405010512,東
13,7,14,スズノフウジン,牡4,56,中井裕二,1:23.1,アタマ,**,15-16,34.6,26.6,9,504(-4),,,,高橋裕,小紫嘉之,,201405010512,東
14,5,10,アポロオラクル,牡4,57,後藤浩輝,1:23.3,1.1/4,**,11-9,35.2,47.3,12,448(0),,,,岩戸孝樹,アポロサラブレッドクラブ,,201405010512,東
15,4,8,エネアド,牡5,57,蛯名正義,1:23.5,1.1/4,**,13-13,35.2,5.9,3,446(-2),,,,戸田博文,キャロットファーム,,201405010512,東
16,7,13,アグネスティンクル,牡7,57,田中勝春,1:23.9,2.1/2,**,6-8,35.9,163.9,15,482(+10),,,,森秀行,渡辺孝男,,201405010512,西
1,4,6,アミカブルナンバー,牝5,55,内田博幸,1:21.6,,**,5-5,33.7,3.5,1,470(+12),,,,鈴木康弘,池谷誠一,"1,824.3",201405010610,東
2,7,11,タマモマーブル,セ6,57,武士沢友,1:21.7,3/4,**,12-13,33.3,32.3,11,472(-14),,,,小原伊佐,タマモ,729.8,201405010610,西
3,3,4,デンファレ,牝7,55,的場勇人,1:21.7,ハナ,**,3-4,33.9,21.6,7,494(+6),,,,的場均,ヒダカ・ブリーダーズ・ユニオン,454.9,201405010610,東
4,1,1,キッズニゴウハン,牡6,57,田辺裕信,1:21.7,アタマ,**,8-11,33.4,23.2,8,492(+2),,,,牧光二,瀬谷隆雄,270.0,201405010610,東
5,3,3,ハーコット,牡5,57,三浦皇成,1:21.7,アタマ,**,8-8,33.6,16.5,5,468(-6),,,,鹿戸雄一,社台レースホース,179.0,201405010610,東
6,8,13,セイクレットレーヴ,牡5,57,北村宏司,1:21.7,アタマ,**,12-11,33.4,3.7,2,470(+4),,,,田中清隆,嶋田賢,,201405010610,東
7,5,8,ゴーハンティング,牡6,57,戸崎圭太,1:21.8,1/2,**,8-8,33.7,34.6,12,518(+14),,,,堀宣行,サンデーレーシング,,201405010610,東
8,7,12,ロードガルーダ,牡5,57,岩田康誠,1:21.8,クビ,**,14-14,33.0,5.7,3,504(-10),,,,池江泰寿,ロードホースクラブ,,201405010610,西
9,2,2,サトノヒーロー,牡5,57,ブノワ,1:21.9,1/2,**,5-7,33.9,6.0,4,540(+2),,,,藤沢和雄,里見治,,201405010610,東
10,6,9,ミナレット,牝4,55,津村明秀,1:21.9,クビ,**,2-2,34.3,29.3,10,472(+6),,,,大和田成,ミルファーム,,201405010610,東
11,5,7,ヒラボクインパクト,牡6,57,蛯名正義,1:22.0,1/2,**,8-8,33.9,24.2,9,494(+16),,,,国枝栄,平田牧場,,201405010610,東
12,4,5,マイネルアダマス,牡5,57,柴田大知,1:22.1,クビ,**,5-5,34.2,20.1,6,424(-8),,,,菅原泰夫,サラブレッドクラブ・ラフィアン,,201405010610,東
13,6,10,メジロツボネ,牝6,55,横山和生,1:22.1,クビ,**,1-1,34.8,131.2,14,456(+6),,,,高木登,岩崎伸道,,201405010610,東
14,8,14,シルクウェッジ,牡7,57,江田照男,1:22.8,4,**,3-3,35.1,96.1,13,490(+6),,,,和田正道,シルク,,201405010610,東
1,5,7,イスラボニータ,牡3,57,蛯名正義,1:48.1,,**,4-3-4,33.2,2.2,1,462(+2),,,,栗田博憲,社台レースホース,"3,754.6",201405010611,東
2,2,2,ベルキャニオン,牡3,56,福永祐一,1:48.3,1.1/4,**,6-6-7,33.1,7.2,3,480(+2),,,,堀宣行,金子真人ホールディングス,"1,515.6",201405010611,東
3,4,5,サトノアラジン,牡3,56,岩田康誠,1:48.6,2,**,6-9-2,33.8,3.3,2,514(-4),,,,池江泰寿,里見治,937.8,201405010611,西
4,7,12,マイネルフロスト,牡3,56,三浦皇成,1:48.6,クビ,**,6-8-11,33.3,33.3,7,486(+4),,,,高木登,サラブレッドクラブ・ラフィアン,560.0,201405010611,東
5,7,11,ピオネロ,牡3,56,リスポリ,1:48.8,1.1/2,**,6-9-7,33.6,14.6,6,476(-10),,,,松永幹夫,キャロットファーム,370.0,201405010611,西
6,1,1,ハギノハイブリッド,牡3,56,藤岡佑介,1:48.9,クビ,**,6-9-12,33.5,34.5,9,442(-8),,,,松田国英,日隈良江,,201405010611,西
7,3,4,ローハイド,牡3,56,戸崎圭太,1:48.9,アタマ,**,13-14-12,33.4,33.5,8,468(-8),,,,松田博資,石川達絵,,201405010611,西
8,4,6,ショウナンワダチ,牡3,56,北村宏司,1:48.9,クビ,**,12-13-7,33.7,14.0,5,476(-4),,,,大竹正博,国本哲秀,,201405010611,東
9,6,10,ラインカグラ,牝3,54,田中勝春,1:49.0,クビ,**,2-2-2,34.2,145.0,13,428(+4),,,,水野貴広,大澤繁昌,,201405010611,東
10,5,8,ネオヴァロン,牡3,56,Ｃ．デム,1:49.0,ハナ,**,4-4-6,34.0,92.6,11,466(+4),,,,鹿戸雄一,小林仁幸,,201405010611,東
11,6,9,シングンジョーカー,牡3,56,武士沢友,1:49.1,3/4,**,1-1-1,34.4,62.5,10,466(+4),,,,高市圭二,伊坂重憲,,201405010611,東
12,8,14,ガリバルディ,牡3,56,浜中俊,1:49.3,1.1/4,**,6-6-7,34.1,11.4,4,476(-16),,,,藤原英昭,社台レースホース,,201405010611,西
13,8,13,アスペンツリー,牡3,56,横山典弘,1:49.4,3/4,**,2-4-4,34.5,124.7,12,472(-8),,,,新開幸一,社台レースホース,,201405010611,東
14,3,3,レッドオラシオン,牡3,56,吉田豊,1:49.9,3,**,14-12-12,34.4,207.7,14,458(0),,,,大久保洋,東京ホースレーシング,,201405010611,東
1,8,15,マックスガイ,牡5,57,北村宏司,1:18.7,,**,3-3,35.8,3.8,2,478(0),,,,藤原辰雄,平井裕,"1,020.0",201405010612,東
2,6,12,ダンシングミッシー,牝5,55,吉田豊,1:19.0,1.3/4,**,10-9,35.6,3.2,1,474(+4),,,,田島俊明,伊東純一,410.0,201405010612,東
3,4,8,エアカーネリアン,牡6,57,浜中俊,1:19.2,1,**,4-4,36.2,6.3,4,488(0),,,,吉村圭司,ラッキーフィールド,260.0,201405010612,西
4,8,16,タイキソレイユ,牝5,55,戸崎圭太,1:19.2,ハナ,**,10-11,35.7,11.4,5,452(+4),,,,作田誠二,大樹ファーム,150.0,201405010612,西
5,7,13,テムジン,牡5,57,蛯名正義,1:19.6,2.1/2,**,5-4,36.5,5.9,3,488(0),,,,田島俊明,熊谷貴之,102.0,201405010612,東
6,3,6,ドナリサ,牝6,54,横山和生,1:19.7,3/4,**,12-11,36.2,53.6,12,476(+2),,,,高木登,山田貢一,,201405010612,東
7,5,9,ブロックコード,牡6,57,丸田恭介,1:19.8,1/2,**,14-14,36.2,51.4,11,480(-8),,,,宗像義忠,ターフ・スポート,,201405010612,東
8,2,4,ウインプロスパー,牡4,57,三浦皇成,1:20.0,1,**,2-2,37.3,21.6,7,520(-2),,,,高橋祥泰,ウイン,,201405010612,東
9,7,14,ノッキングオン,牡4,57,大野拓弥,1:20.0,クビ,**,7-6,36.8,28.5,8,438(-2),,,,高柳瑞樹,松尾正,,201405010612,東
10,5,10,ドラゴンフラッシュ,牡5,54,原田和真,1:20.1,3/4,**,8-9,36.7,130.0,14,522(+15),,,,栗田徹,窪田芳郎,,201405010612,東
11,4,7,ブロッケン,牝5,55,松岡正海,1:20.2,クビ,**,8-6,36.9,48.9,10,460(-10),,,,山内研二,本間茂,,201405010612,西
12,3,5,ベルストーリー,牝5,55,ブノワ,1:20.3,1/2,**,14-15,36.6,28.6,9,516(+4),,,,新開幸一,高樽さゆり,,201405010612,東
13,1,2,ザストロンシチー,牡6,57,田中勝春,1:20.3,アタマ,**,5-6,37.0,18.1,6,496(-4),,,,谷原義明,友駿ホースクラブ,,201405010612,東
14,2,3,ハイタッチ,牡5,57,木幡初広,1:20.4,3/4,**,14-16,36.5,214.4,16,520(+15),,,,古賀史生,ドリームジャパンホースレーシング,,201405010612,東
15,6,11,ウインクロニクル,牡7,57,武士沢友,1:20.5,クビ,**,1-1,37.9,61.6,13,498(+18),,,,清水英克,ウイン,,201405010612,東
16,1,1,ニュースター,牝6,55,村田一誠,1:20.5,クビ,**,12-11,37.0,163.1,15,516(0),,,,尾形和幸,中山牧場,,201405010612,東
1,7,11,エキマエ,牡3,56,江田照男,1:37.5,,**,2-2,37.7,61.1,12,502(0),,,,中川公成,古川智洋,"1,832.2",201405010710,東
2,5,7,メイショウパワーズ,牡3,56,酒井学,1:37.6,1/2,**,1-1,38.0,16.1,8,468(-10),,,,本田優,松本好雄,729.2,201405010710,西
3,4,5,メイショウシンシア,牡3,56,武豊,1:38.0,2.1/2,**,11-12,37.0,4.0,1,438(+2),,,,松永昌博,松本好隆,454.6,201405010710,西
4,4,6,ダイリュウキセキ,牝3,54,小林徹弥,1:38.1,3/4,**,3-3,38.0,133.5,13,432(-6),,,,目野哲也,大野龍,270.0,201405010710,西
5,7,12,アースコネクター,牡3,56,横山典弘,1:38.1,アタマ,**,3-3,38.0,12.8,6,496(+6),,,,和田正道,グリーンファーム,180.0,201405010710,東
6,6,9,レッドアルヴィス,牡3,56,戸崎圭太,1:38.1,ハナ,**,9-9,37.2,4.7,2,486(0),,,,安田隆行,東京ホースレーシング,,201405010710,西
7,2,2,ランウェイワルツ,牡3,56,ベリー,1:38.2,クビ,**,5-5,37.8,7.1,4,490(-4),,,,音無秀孝,下河辺牧場,,201405010710,西
8,6,10,ニシケンモノノフ,牡3,57,岩田康誠,1:38.2,ハナ,**,7-7,37.7,25.0,10,490(0),,,,領家政蔵,西森鶴,,201405010710,西
9,5,8,リーゼントロック,牡3,56,松岡正海,1:38.2,クビ,**,9-9,37.4,6.1,3,514(-8),,,,矢作芳人,三浦大輔,,201405010710,西
10,8,13,タイセイクルーズ,牡3,56,リスポリ,1:38.3,クビ,**,7-8,37.6,17.1,9,510(0),,,,矢作芳人,田中成奉,,201405010710,西
11,3,4,スザク,牡3,57,内田博幸,1:38.5,3/4,**,11-9,37.7,7.5,5,498(+13),,,,白井寿昭,一村哲也,,201405010710,西
12,3,3,ダイチトゥルース,牡3,56,武士沢友,1:38.6,1/2,**,11-13,37.4,13.1,7,454(+5),,,,蛯名利弘,荻伏服部牧場,,201405010710,東
13,1,1,カクシアジ,牝3,54,後藤浩輝,1:38.8,1.1/4,**,14-14,37.5,197.2,14,408(+2),,,,谷潔,栗本博晴,,201405010710,西
14,8,14,ニシノデンジャラス,牡3,56,柴田大知,1:38.9,3/4,**,5-5,38.5,55.8,11,514(-4),,,,領家政蔵,西森鶴,,201405010710,西
1,1,1,フェイムゲーム,牡4,55,北村宏司,3:30.2,,**,11-11-7-2,35.8,2.9,1,452(-2),,,,宗像義忠,サンデーレーシング,"4,039.9",201405010711,東
2,4,4,セイクリッドバレー,牡8,56,リスポリ,3:30.4,1.1/2,**,6-6-5-6,35.9,11.0,5,494(+2),,,,高橋裕,吉田勝己,"1,611.4",201405010711,東
3,8,10,タニノエポレット,牡7,55,岩田康誠,3:30.5,3/4,**,8-8-10-8,35.8,3.9,3,508(-6),,,,村山明,谷水雄三,"1,005.7",201405010711,西
4,6,7,ラブラドライト,セ5,50,酒井学,3:30.7,1.1/4,**,1-1-1-1,36.5,6.2,4,480(+2),,,,音無秀孝,吉田勝己,600.0,201405010711,西
5,5,5,メイショウジンム,牡8,50,嶋田純次,3:31.0,1.3/4,**,8-8-10-8,36.3,82.3,9,452(0),,,,牧浦充徳,松本好雄,400.0,201405010711,西
6,3,3,ファイヤー,牡6,54,横山典弘,3:31.9,5,**,5-4-3-2,37.6,14.0,6,520(-2),,,,本田優,深見富朗,,201405010711,西
7,2,2,サイモントルナーレ,牡8,53,横山和生,3:32.3,2.1/2,**,3-3-3-6,37.8,90.7,10,458(0),,,,田中清隆,澤田昭紀,,201405010711,東
8,6,6,アドマイヤバラード,牡5,53,内田博幸,3:32.6,1.3/4,**,6-7-5-2,38.2,3.8,2,528(0),,,,友道康夫,近藤利一,,201405010711,西
9,7,9,セイカプレスト,牡8,54,津村明秀,3:34.0,9,**,8-8-9-10,39.2,146.6,11,472(0),,,,相沢郁,久米大,,201405010711,東
10,7,8,ロードオブザリング,牡7,54,田辺裕信,3:34.7,4,**,2-2-2-2,40.3,33.8,7,504(-12),,,,笹田和秀,ロードホースクラブ,,201405010711,西
11,8,11,イケドラゴン,牡9,48,石神深一,3:35.0,2,**,3-4-7-10,40.2,64.3,8,550(0),,,,石毛善彦,フジワラ・ファーム,,201405010711,東
1,6,12,ローレンルーナ,牡5,57,石橋脩,1:25.2,,**,16-16,36.0,9.0,6,486(+2),,,,田村康仁,林正道,"1,020.0",201405010712,東
2,4,8,ショウナンダイラ,牡4,57,三浦皇成,1:25.3,1/2,**,12-11,36.5,6.5,3,536(+2),,,,二ノ宮敬,湘南,410.0,201405010712,東
3,6,11,アップルハウス,牡4,57,津村明秀,1:25.4,3/4,**,12-13,36.5,194.3,15,444(-2),,,,松山将樹,新木鈴子,260.0,201405010712,東
4,4,7,ミルキーブロード,牝5,55,木幡初広,1:25.4,クビ,**,2-2,37.3,27.3,10,518(+4),,,,牧光二,半沢,150.0,201405010712,東
5,8,16,ムードティアラ,牝4,55,田辺裕信,1:25.5,クビ,**,15-15,36.5,7.0,5,474(-4),,,,上原博之,ターフ・スポート,102.0,201405010712,東
6,2,4,フィオリア,牡6,57,ブノワ,1:25.6,1/2,**,4-4,37.3,39.0,11,476(-8),,,,吉村圭司,藤田孟司,,201405010712,西
7,7,14,ミステリートレイン,牡6,57,北村宏司,1:25.7,3/4,**,14-13,36.8,15.3,7,512(-2),,,,萩原清,金子真人ホールディングス,,201405010712,東
8,7,13,ビットアレグロ,牡5,57,柴田大知,1:25.8,1/2,**,11-11,37.1,44.9,12,486(-6),,,,松永康利,礒川正明,,201405010712,東
9,1,2,デルマネコムスメ,牝4,55,岩田康誠,1:26.0,1.1/4,**,9-7,37.5,48.2,13,442(0),,,,大和田成,浅沼廣幸,,201405010712,東
10,2,3,ジョージジョージ,牡4,57,嘉藤貴行,1:26.1,3/4,**,4-4,37.8,164.5,14,456(-4),,,,高橋義博,北所直人,,201405010712,東
11,3,6,バルダメンテ,牡5,57,後藤浩輝,1:26.2,1/2,**,2-2,38.1,5.4,2,528(+8),,,,和田正一,前田幸治,,201405010712,東
12,1,1,バイタルフォルム,牡4,57,横山典弘,1:26.9,4,**,1-1,38.9,16.5,8,490(-2),,,,新開幸一,高樽さゆり,,201405010712,東
13,3,5,ラヴァンドゥー,牝5,55,内田博幸,1:26.9,クビ,**,4-6,38.5,4.6,1,508(+12),,,,藤原英昭,幅田昌伸,,201405010712,西
